chr	pos	cluster	cp
9	118215635	3	0.808621294650715
1	238988087	1	0.29436375396942
12	37150275	2	0.611579561466968
15	8222104	2	0.611579561466968
8	125570743	2	0.611579561466968
3	87209778	2	0.611579561466968
17	8626307	1	0.29436375396942
7	79989681	3	0.808621294650715
X	59100114	3	0.808621294650715
10	125354196	3	0.808621294650715
2	96677967	3	0.808621294650715
14	90417853	1	0.29436375396942
19	3848181	3	0.808621294650715
11	123269698	3	0.808621294650715
X	125614102	3	0.808621294650715
Y	35267715	2	0.611579561466968
6	107143663	3	0.808621294650715
2	197101271	1	0.29436375396942
X	75756724	3	0.808621294650715
4	174157762	1	0.29436375396942
15	93784834	2	0.611579561466968
X	44521235	1	0.29436375396942
4	20215693	1	0.29436375396942
3	167906919	1	0.29436375396942
3	155354075	3	0.808621294650715
13	90069782	3	0.808621294650715
9	105288490	2	0.611579561466968
5	78839178	1	0.29436375396942
2	35881237	1	0.29436375396942
7	105398413	3	0.808621294650715
10	105985093	2	0.611579561466968
2	46408437	3	0.808621294650715
13	102908934	1	0.29436375396942
12	53103431	1	0.29436375396942
11	69658902	1	0.29436375396942
1	6024115	2	0.611579561466968
17	22713098	1	0.29436375396942
20	28287227	2	0.611579561466968
2	131691322	1	0.29436375396942
4	28246833	1	0.29436375396942
3	52628844	3	0.808621294650715
4	9133508	1	0.29436375396942
9	139151624	1	0.29436375396942
19	13386469	3	0.808621294650715
4	13764957	3	0.808621294650715
1	11842369	2	0.611579561466968
22	26688122	1	0.29436375396942
14	33048737	1	0.29436375396942
12	1390855	3	0.808621294650715
12	25644865	2	0.611579561466968
Y	55757617	1	0.29436375396942
8	42606714	3	0.808621294650715
11	98705033	3	0.808621294650715
8	80217309	3	0.808621294650715
17	36976246	3	0.808621294650715
2	192849483	3	0.808621294650715
16	48213390	1	0.29436375396942
12	75686095	3	0.808621294650715
3	182856609	2	0.611579561466968
1	2401749	1	0.29436375396942
5	134517262	1	0.29436375396942
4	140765873	2	0.611579561466968
2	29868700	1	0.29436375396942
5	134022702	1	0.29436375396942
9	121937027	1	0.29436375396942
11	127832219	3	0.808621294650715
12	19180143	3	0.808621294650715
18	75003196	3	0.808621294650715
2	65848368	2	0.611579561466968
9	74837758	3	0.808621294650715
X	140648828	1	0.29436375396942
1	161092520	2	0.611579561466968
X	118713407	3	0.808621294650715
14	90430422	1	0.29436375396942
X	16191212	1	0.29436375396942
12	79768567	3	0.808621294650715
Y	22308674	1	0.29436375396942
10	86555774	3	0.808621294650715
20	3558909	1	0.29436375396942
1	185171080	3	0.808621294650715
19	22052940	1	0.29436375396942
20	43968771	3	0.808621294650715
1	10841114	3	0.808621294650715
15	86936606	3	0.808621294650715
1	170342860	3	0.808621294650715
2	216836650	1	0.29436375396942
10	87316563	3	0.808621294650715
6	156858695	3	0.808621294650715
13	89403853	3	0.808621294650715
X	15463795	2	0.611579561466968
X	142102811	2	0.611579561466968
13	56450724	1	0.29436375396942
6	133372748	1	0.29436375396942
13	42810451	2	0.611579561466968
5	161825960	3	0.808621294650715
15	85111206	1	0.29436375396942
2	169256872	3	0.808621294650715
2	83919843	3	0.808621294650715
12	32638858	1	0.29436375396942
2	88197163	1	0.29436375396942
4	111340779	1	0.29436375396942
9	79977848	1	0.29436375396942
9	89757923	3	0.808621294650715
7	90391784	3	0.808621294650715
15	83667049	3	0.808621294650715
7	87045818	2	0.611579561466968
2	64028794	2	0.611579561466968
9	77269840	3	0.808621294650715
5	99239334	1	0.29436375396942
6	48674053	3	0.808621294650715
4	44234715	2	0.611579561466968
X	71500750	1	0.29436375396942
3	145234164	1	0.29436375396942
4	84482814	3	0.808621294650715
8	53705100	2	0.611579561466968
16	63615367	3	0.808621294650715
6	166120229	1	0.29436375396942
1	234348786	2	0.611579561466968
X	18218593	2	0.611579561466968
7	87293483	1	0.29436375396942
X	79215357	1	0.29436375396942
15	51383879	3	0.808621294650715
14	13866330	3	0.808621294650715
3	81168966	2	0.611579561466968
22	17475141	3	0.808621294650715
7	76347425	3	0.808621294650715
X	8942064	2	0.611579561466968
12	8950880	3	0.808621294650715
10	18235211	3	0.808621294650715
7	4743600	1	0.29436375396942
11	93320504	3	0.808621294650715
2	169277316	1	0.29436375396942
18	2532645	3	0.808621294650715
8	37333107	3	0.808621294650715
1	173435408	1	0.29436375396942
7	111206853	2	0.611579561466968
15	52463291	3	0.808621294650715
3	178435353	3	0.808621294650715
14	68130247	3	0.808621294650715
3	19278357	3	0.808621294650715
13	80025034	1	0.29436375396942
15	8038072	3	0.808621294650715
8	101060798	3	0.808621294650715
2	196684916	2	0.611579561466968
16	49122341	3	0.808621294650715
12	11055641	2	0.611579561466968
15	35422109	1	0.29436375396942
8	118693588	1	0.29436375396942
2	114030385	2	0.611579561466968
22	26990466	1	0.29436375396942
17	64731667	1	0.29436375396942
X	115179212	3	0.808621294650715
12	60853932	3	0.808621294650715
19	50824708	3	0.808621294650715
13	31203471	1	0.29436375396942
5	145000610	3	0.808621294650715
2	170075073	3	0.808621294650715
8	114831482	3	0.808621294650715
2	170953995	3	0.808621294650715
1	45563769	1	0.29436375396942
6	32596287	3	0.808621294650715
5	15727981	1	0.29436375396942
1	2633732	3	0.808621294650715
5	159816750	2	0.611579561466968
3	93479051	2	0.611579561466968
1	5634632	1	0.29436375396942
X	9085172	1	0.29436375396942
2	52791034	1	0.29436375396942
10	91213084	3	0.808621294650715
2	52791078	3	0.808621294650715
6	146882732	2	0.611579561466968
9	82803369	2	0.611579561466968
11	67590282	1	0.29436375396942
1	49309347	1	0.29436375396942
X	28327218	2	0.611579561466968
13	114434827	3	0.808621294650715
1	234791913	2	0.611579561466968
3	50289756	1	0.29436375396942
21	14253341	3	0.808621294650715
3	97019799	1	0.29436375396942
2	67791780	3	0.808621294650715
13	43734177	3	0.808621294650715
1	44831090	1	0.29436375396942
X	39974824	1	0.29436375396942
7	48980125	2	0.611579561466968
2	13573136	3	0.808621294650715
X	101494676	1	0.29436375396942
2	49781137	2	0.611579561466968
3	192754069	3	0.808621294650715
2	241564496	1	0.29436375396942
2	7481413	3	0.808621294650715
22	35023842	1	0.29436375396942
4	97869041	1	0.29436375396942
2	34970728	1	0.29436375396942
6	47072078	1	0.29436375396942
13	97586684	3	0.808621294650715
6	24745554	3	0.808621294650715
20	3334715	2	0.611579561466968
10	126377958	3	0.808621294650715
2	212880672	3	0.808621294650715
X	55806778	2	0.611579561466968
9	27874735	2	0.611579561466968
5	118430348	1	0.29436375396942
12	88676197	3	0.808621294650715
5	149156197	3	0.808621294650715
3	91148619	1	0.29436375396942
11	4759756	2	0.611579561466968
15	75527801	2	0.611579561466968
8	25076090	1	0.29436375396942
1	45110638	3	0.808621294650715
9	115922634	1	0.29436375396942
2	227467294	3	0.808621294650715
8	39048788	3	0.808621294650715
11	114453053	3	0.808621294650715
21	43661560	1	0.29436375396942
4	182678755	2	0.611579561466968
1	237754361	2	0.611579561466968
11	111878909	2	0.611579561466968
18	45543730	1	0.29436375396942
4	90962602	2	0.611579561466968
20	50788868	2	0.611579561466968
11	42965943	2	0.611579561466968
18	28325247	1	0.29436375396942
11	46765284	3	0.808621294650715
12	92898573	3	0.808621294650715
1	155359252	3	0.808621294650715
7	122668578	1	0.29436375396942
1	181892220	3	0.808621294650715
18	61247981	2	0.611579561466968
X	87992583	3	0.808621294650715
7	117336018	1	0.29436375396942
5	2889837	3	0.808621294650715
7	17485134	2	0.611579561466968
8	80917771	1	0.29436375396942
3	126369193	1	0.29436375396942
22	40348315	1	0.29436375396942
21	7627179	1	0.29436375396942
17	33856651	3	0.808621294650715
1	104384138	2	0.611579561466968
17	18745515	2	0.611579561466968
14	75907322	3	0.808621294650715
11	78820701	3	0.808621294650715
20	14017903	1	0.29436375396942
7	100911353	2	0.611579561466968
4	175976722	3	0.808621294650715
5	63078786	2	0.611579561466968
3	42445981	2	0.611579561466968
1	214282078	1	0.29436375396942
9	35446363	1	0.29436375396942
11	126211088	3	0.808621294650715
3	41960782	1	0.29436375396942
16	172307	3	0.808621294650715
7	137171521	3	0.808621294650715
11	41132826	1	0.29436375396942
7	131283991	3	0.808621294650715
14	30463919	3	0.808621294650715
15	46400877	3	0.808621294650715
Y	25583473	2	0.611579561466968
5	128396080	1	0.29436375396942
8	118499503	1	0.29436375396942
16	65295099	3	0.808621294650715
12	64060884	3	0.808621294650715
4	97856976	2	0.611579561466968
2	72599526	3	0.808621294650715
9	85229462	1	0.29436375396942
13	22165029	1	0.29436375396942
5	97228278	1	0.29436375396942
17	48430658	1	0.29436375396942
X	51392618	2	0.611579561466968
9	56831283	1	0.29436375396942
18	37967076	3	0.808621294650715
9	78871563	1	0.29436375396942
2	202329501	1	0.29436375396942
13	101715356	1	0.29436375396942
11	10199425	1	0.29436375396942
15	888682	2	0.611579561466968
8	50762434	3	0.808621294650715
14	92305881	3	0.808621294650715
12	54474461	1	0.29436375396942
1	22496877	3	0.808621294650715
7	130011125	1	0.29436375396942
X	130179365	3	0.808621294650715
X	12496359	1	0.29436375396942
18	74040024	3	0.808621294650715
2	90254758	1	0.29436375396942
22	30164415	3	0.808621294650715
1	228321882	2	0.611579561466968
1	60989379	3	0.808621294650715
8	83228676	1	0.29436375396942
10	36296290	3	0.808621294650715
2	185186961	2	0.611579561466968
2	1655544	1	0.29436375396942
10	118371441	1	0.29436375396942
1	65724522	1	0.29436375396942
20	4485243	3	0.808621294650715
2	131157405	1	0.29436375396942
7	119747631	1	0.29436375396942
1	296500	3	0.808621294650715
19	36033799	3	0.808621294650715
X	124747734	2	0.611579561466968
1	73062836	3	0.808621294650715
19	51070661	1	0.29436375396942
1	180421672	1	0.29436375396942
4	101495659	2	0.611579561466968
4	164094238	1	0.29436375396942
9	4393506	3	0.808621294650715
8	8957490	1	0.29436375396942
5	106021085	3	0.808621294650715
4	141970253	1	0.29436375396942
6	103218340	2	0.611579561466968
10	110265678	3	0.808621294650715
13	85900958	3	0.808621294650715
19	32430910	3	0.808621294650715
Y	1846333	1	0.29436375396942
8	66465776	1	0.29436375396942
Y	59031527	1	0.29436375396942
X	112973056	2	0.611579561466968
16	52611166	3	0.808621294650715
5	85053437	2	0.611579561466968
3	17366332	1	0.29436375396942
14	58248173	1	0.29436375396942
15	93101105	2	0.611579561466968
9	90095141	3	0.808621294650715
1	61688212	1	0.29436375396942
X	122381776	2	0.611579561466968
Y	38534303	1	0.29436375396942
11	45853406	3	0.808621294650715
9	58871406	1	0.29436375396942
6	119146783	3	0.808621294650715
13	87418202	1	0.29436375396942
6	42964478	3	0.808621294650715
1	127592447	3	0.808621294650715
16	36029744	1	0.29436375396942
12	32869539	1	0.29436375396942
20	53929980	2	0.611579561466968
5	53097698	3	0.808621294650715
18	62514449	1	0.29436375396942
13	85645174	2	0.611579561466968
3	136391956	3	0.808621294650715
5	75359951	3	0.808621294650715
10	66508597	3	0.808621294650715
13	9293140	3	0.808621294650715
19	50540350	1	0.29436375396942
15	78205888	3	0.808621294650715
4	181779522	3	0.808621294650715
3	50245892	2	0.611579561466968
6	74354445	2	0.611579561466968
3	163147640	3	0.808621294650715
7	13680661	1	0.29436375396942
2	184291691	1	0.29436375396942
4	44806436	3	0.808621294650715
1	16157955	1	0.29436375396942
5	124015984	3	0.808621294650715
Y	46674807	2	0.611579561466968
9	81057018	3	0.808621294650715
6	79728598	2	0.611579561466968
1	28637621	1	0.29436375396942
1	167372681	1	0.29436375396942
1	15552383	3	0.808621294650715
1	164649985	1	0.29436375396942
4	63027326	3	0.808621294650715
18	59720979	3	0.808621294650715
16	62636701	3	0.808621294650715
21	27145720	1	0.29436375396942
14	15901968	2	0.611579561466968
13	36387573	2	0.611579561466968
12	34353148	1	0.29436375396942
11	97812530	3	0.808621294650715
8	66271955	3	0.808621294650715
13	88223240	3	0.808621294650715
9	67330832	3	0.808621294650715
2	10206404	3	0.808621294650715
3	45628925	2	0.611579561466968
4	185052398	3	0.808621294650715
X	7171500	1	0.29436375396942
2	211434260	1	0.29436375396942
5	136715257	3	0.808621294650715
9	92874205	1	0.29436375396942
9	38440985	1	0.29436375396942
2	15069336	3	0.808621294650715
10	36443142	2	0.611579561466968
3	49047048	3	0.808621294650715
12	56849145	1	0.29436375396942
X	97512304	1	0.29436375396942
16	69866996	3	0.808621294650715
14	52521438	3	0.808621294650715
1	1728194	1	0.29436375396942
20	38819991	3	0.808621294650715
1	27796525	1	0.29436375396942
14	49691660	1	0.29436375396942
22	23545682	1	0.29436375396942
12	117979434	1	0.29436375396942
14	93159074	2	0.611579561466968
6	84161773	3	0.808621294650715
4	24531072	1	0.29436375396942
3	45435441	3	0.808621294650715
3	120111730	3	0.808621294650715
17	78957979	2	0.611579561466968
4	186603951	3	0.808621294650715
6	102096555	2	0.611579561466968
18	20646765	3	0.808621294650715
9	25491253	3	0.808621294650715
5	8889887	3	0.808621294650715
7	111425705	3	0.808621294650715
15	35754082	1	0.29436375396942
13	25516568	3	0.808621294650715
20	46292743	3	0.808621294650715
4	137824860	1	0.29436375396942
22	8349918	3	0.808621294650715
2	212256064	1	0.29436375396942
7	143898353	3	0.808621294650715
4	166268632	1	0.29436375396942
10	20321916	2	0.611579561466968
4	50538412	1	0.29436375396942
6	28175439	1	0.29436375396942
17	2878998	1	0.29436375396942
10	129474323	1	0.29436375396942
Y	47558557	3	0.808621294650715
14	17262468	1	0.29436375396942
7	153390492	3	0.808621294650715
1	127879860	3	0.808621294650715
6	53215714	2	0.611579561466968
6	145844493	3	0.808621294650715
2	30859690	1	0.29436375396942
2	108796992	3	0.808621294650715
21	6298143	1	0.29436375396942
12	28812639	1	0.29436375396942
3	96850629	3	0.808621294650715
15	93888107	3	0.808621294650715
15	61338772	1	0.29436375396942
2	95328243	3	0.808621294650715
16	55824226	2	0.611579561466968
3	159587000	1	0.29436375396942
8	120063876	1	0.29436375396942
15	100303896	1	0.29436375396942
7	136558622	3	0.808621294650715
12	119977202	1	0.29436375396942
7	51405158	1	0.29436375396942
2	113909544	3	0.808621294650715
13	56209028	3	0.808621294650715
9	9313313	3	0.808621294650715
1	163453777	1	0.29436375396942
12	15747282	1	0.29436375396942
16	81290351	2	0.611579561466968
11	81507616	3	0.808621294650715
18	33939797	1	0.29436375396942
11	10201412	3	0.808621294650715
6	57419636	3	0.808621294650715
15	28391386	2	0.611579561466968
13	31620977	3	0.808621294650715
9	126388232	2	0.611579561466968
15	83324222	1	0.29436375396942
16	31176923	3	0.808621294650715
9	104662182	1	0.29436375396942
X	119618332	3	0.808621294650715
1	235048981	3	0.808621294650715
15	93493381	3	0.808621294650715
3	17411095	3	0.808621294650715
2	158285290	2	0.611579561466968
3	62189905	3	0.808621294650715
8	136768479	3	0.808621294650715
11	21620399	1	0.29436375396942
3	164672923	1	0.29436375396942
6	94972197	2	0.611579561466968
12	8307334	3	0.808621294650715
11	98900853	3	0.808621294650715
8	48510405	3	0.808621294650715
17	13730762	3	0.808621294650715
7	114554711	3	0.808621294650715
4	130027775	3	0.808621294650715
5	88580396	3	0.808621294650715
3	166781226	2	0.611579561466968
7	34059363	1	0.29436375396942
2	180510767	1	0.29436375396942
Y	731929	3	0.808621294650715
10	124588045	1	0.29436375396942
4	87606347	3	0.808621294650715
1	236102342	1	0.29436375396942
3	107602782	1	0.29436375396942
8	118418736	3	0.808621294650715
6	167664107	1	0.29436375396942
17	68257394	3	0.808621294650715
11	68426263	1	0.29436375396942
10	14155411	2	0.611579561466968
6	88800239	3	0.808621294650715
6	147167608	1	0.29436375396942
1	13460749	3	0.808621294650715
1	96041614	3	0.808621294650715
3	120870780	3	0.808621294650715
1	67122798	3	0.808621294650715
18	35706709	2	0.611579561466968
1	199739686	2	0.611579561466968
X	94879451	1	0.29436375396942
15	82861325	3	0.808621294650715
X	151476735	2	0.611579561466968
5	40301714	1	0.29436375396942
11	9319522	2	0.611579561466968
18	74353072	1	0.29436375396942
3	153248901	3	0.808621294650715
1	114941745	1	0.29436375396942
6	125875045	1	0.29436375396942
12	86677622	3	0.808621294650715
14	52786566	2	0.611579561466968
2	166964702	1	0.29436375396942
6	168889831	3	0.808621294650715
15	79803168	3	0.808621294650715
13	44210284	1	0.29436375396942
4	89209056	3	0.808621294650715
X	23051034	1	0.29436375396942
15	67183459	1	0.29436375396942
3	97504814	3	0.808621294650715
7	133660267	2	0.611579561466968
X	66965773	2	0.611579561466968
2	93141017	3	0.808621294650715
6	169051186	1	0.29436375396942
1	83591295	1	0.29436375396942
3	57312719	3	0.808621294650715
X	22740816	1	0.29436375396942
2	133949754	1	0.29436375396942
8	65784390	3	0.808621294650715
15	52417485	1	0.29436375396942
1	246611684	3	0.808621294650715
5	148260011	3	0.808621294650715
17	67200637	1	0.29436375396942
4	107130225	1	0.29436375396942
1	235531253	3	0.808621294650715
12	110015235	1	0.29436375396942
3	60472908	3	0.808621294650715
6	18817643	2	0.611579561466968
17	75459821	1	0.29436375396942
X	98367366	2	0.611579561466968
15	100356165	3	0.808621294650715
2	11639635	3	0.808621294650715
18	13555667	3	0.808621294650715
6	139352273	1	0.29436375396942
10	105056363	1	0.29436375396942
3	98010572	1	0.29436375396942
15	80039817	3	0.808621294650715
12	65874043	3	0.808621294650715
2	170629374	1	0.29436375396942
3	33386890	3	0.808621294650715
2	135693366	1	0.29436375396942
5	121586448	3	0.808621294650715
11	128567526	3	0.808621294650715
X	109824072	1	0.29436375396942
20	25701913	3	0.808621294650715
7	83870611	1	0.29436375396942
11	13869670	3	0.808621294650715
7	156096734	1	0.29436375396942
X	63252656	1	0.29436375396942
2	134645267	1	0.29436375396942
9	80388566	1	0.29436375396942
9	41924081	1	0.29436375396942
15	35305806	1	0.29436375396942
7	93823831	1	0.29436375396942
2	222420397	3	0.808621294650715
22	49482484	3	0.808621294650715
16	66104326	3	0.808621294650715
7	40961408	3	0.808621294650715
3	86177423	3	0.808621294650715
10	9604998	1	0.29436375396942
17	21545554	3	0.808621294650715
19	11468026	1	0.29436375396942
12	62482321	2	0.611579561466968
6	15495163	2	0.611579561466968
2	165279368	1	0.29436375396942
20	49048817	1	0.29436375396942
1	87863828	2	0.611579561466968
6	90219063	2	0.611579561466968
1	104271279	1	0.29436375396942
15	29934661	3	0.808621294650715
13	35526408	3	0.808621294650715
5	45351332	3	0.808621294650715
5	173181348	3	0.808621294650715
4	36298732	1	0.29436375396942
6	138939337	3	0.808621294650715
7	92622313	2	0.611579561466968
7	79624272	3	0.808621294650715
18	69312176	3	0.808621294650715
11	9314979	3	0.808621294650715
2	23093652	2	0.611579561466968
4	45446329	2	0.611579561466968
8	89563326	3	0.808621294650715
12	130330215	1	0.29436375396942
7	141426995	1	0.29436375396942
5	48313605	2	0.611579561466968
Y	15197938	2	0.611579561466968
X	152873464	1	0.29436375396942
10	110181364	3	0.808621294650715
6	20393482	1	0.29436375396942
1	220730897	2	0.611579561466968
11	124048068	3	0.808621294650715
12	28801192	3	0.808621294650715
11	10522166	1	0.29436375396942
15	80645547	3	0.808621294650715
7	77184214	3	0.808621294650715
6	111584540	1	0.29436375396942
3	156053419	3	0.808621294650715
8	130388116	3	0.808621294650715
X	55858360	1	0.29436375396942
9	28702276	2	0.611579561466968
Y	32948677	3	0.808621294650715
7	117126877	2	0.611579561466968
1	65835064	3	0.808621294650715
1	1993288	3	0.808621294650715
10	89979275	1	0.29436375396942
3	89492611	1	0.29436375396942
2	124950395	3	0.808621294650715
9	72538715	2	0.611579561466968
5	111540163	3	0.808621294650715
10	95609473	1	0.29436375396942
8	136381135	1	0.29436375396942
1	4610426	3	0.808621294650715
9	116210760	1	0.29436375396942
7	101545161	1	0.29436375396942
7	84273195	3	0.808621294650715
10	12250015	3	0.808621294650715
3	152381754	3	0.808621294650715
X	45085627	2	0.611579561466968
12	24857806	3	0.808621294650715
Y	59202031	1	0.29436375396942
14	20869476	3	0.808621294650715
22	29733479	3	0.808621294650715
10	92763250	2	0.611579561466968
1	186108970	1	0.29436375396942
15	38104238	3	0.808621294650715
3	191678326	3	0.808621294650715
4	47997324	2	0.611579561466968
20	25426040	3	0.808621294650715
4	63192510	3	0.808621294650715
11	60628600	3	0.808621294650715
19	36532737	3	0.808621294650715
14	81975421	2	0.611579561466968
2	116258252	3	0.808621294650715
12	131421329	1	0.29436375396942
7	146769805	1	0.29436375396942
13	53766899	3	0.808621294650715
Y	36438034	3	0.808621294650715
4	57583198	1	0.29436375396942
3	36928910	3	0.808621294650715
15	100419485	3	0.808621294650715
19	8943302	1	0.29436375396942
10	134257815	2	0.611579561466968
15	33008837	3	0.808621294650715
6	63475126	3	0.808621294650715
1	243598578	3	0.808621294650715
20	25787054	2	0.611579561466968
9	119563525	2	0.611579561466968
12	96391976	1	0.29436375396942
21	9895896	3	0.808621294650715
2	194568433	1	0.29436375396942
18	14588794	1	0.29436375396942
11	9798357	3	0.808621294650715
5	179219150	1	0.29436375396942
2	214660604	2	0.611579561466968
2	98167968	1	0.29436375396942
15	75442255	1	0.29436375396942
6	81619163	3	0.808621294650715
19	58097743	3	0.808621294650715
10	89207229	2	0.611579561466968
19	5501699	3	0.808621294650715
1	83963158	3	0.808621294650715
5	75143346	1	0.29436375396942
22	29577249	3	0.808621294650715
8	14382966	2	0.611579561466968
14	64081548	3	0.808621294650715
12	37320929	3	0.808621294650715
15	81332260	2	0.611579561466968
5	76335861	2	0.611579561466968
6	11635461	3	0.808621294650715
1	107470307	3	0.808621294650715
9	70262875	2	0.611579561466968
2	76288512	2	0.611579561466968
8	129364121	2	0.611579561466968
20	42665045	3	0.808621294650715
12	46177896	3	0.808621294650715
17	36013541	3	0.808621294650715
X	136906358	1	0.29436375396942
11	94053408	1	0.29436375396942
4	10749681	3	0.808621294650715
4	97387676	3	0.808621294650715
X	52543678	2	0.611579561466968
5	33517578	3	0.808621294650715
4	55199681	3	0.808621294650715
X	27136859	1	0.29436375396942
6	110685371	3	0.808621294650715
9	69582860	1	0.29436375396942
4	186437654	2	0.611579561466968
12	100774963	1	0.29436375396942
4	61410255	3	0.808621294650715
15	37224978	2	0.611579561466968
8	7927822	3	0.808621294650715
5	159971394	1	0.29436375396942
17	44268608	1	0.29436375396942
7	152196683	1	0.29436375396942
X	72560351	2	0.611579561466968
17	64461905	3	0.808621294650715
1	190866716	1	0.29436375396942
6	36332603	3	0.808621294650715
12	110204312	3	0.808621294650715
6	73417167	3	0.808621294650715
2	201263557	3	0.808621294650715
1	94069291	2	0.611579561466968
2	36699072	1	0.29436375396942
2	18951617	2	0.611579561466968
12	33910334	2	0.611579561466968
3	41690304	1	0.29436375396942
5	56801684	3	0.808621294650715
13	59492572	3	0.808621294650715
12	51326357	1	0.29436375396942
20	49330611	1	0.29436375396942
20	55749187	2	0.611579561466968
19	28082211	1	0.29436375396942
12	81405478	2	0.611579561466968
7	79171939	2	0.611579561466968
4	783267	1	0.29436375396942
3	150688229	3	0.808621294650715
13	61821852	3	0.808621294650715
2	195837700	2	0.611579561466968
2	161973500	2	0.611579561466968
15	93176150	3	0.808621294650715
14	4826781	1	0.29436375396942
15	27735013	1	0.29436375396942
1	116574804	1	0.29436375396942
Y	37729151	2	0.611579561466968
5	92022776	3	0.808621294650715
Y	43044896	1	0.29436375396942
3	171812963	3	0.808621294650715
Y	48367964	2	0.611579561466968
17	19155588	3	0.808621294650715
12	28911442	1	0.29436375396942
16	64519146	3	0.808621294650715
13	52625443	3	0.808621294650715
X	11196492	2	0.611579561466968
X	139749390	1	0.29436375396942
9	137388970	3	0.808621294650715
22	15715599	3	0.808621294650715
7	10580421	2	0.611579561466968
1	30261479	3	0.808621294650715
8	131420109	2	0.611579561466968
5	146765351	3	0.808621294650715
2	14454295	3	0.808621294650715
2	78425595	3	0.808621294650715
17	35988527	3	0.808621294650715
8	121052314	1	0.29436375396942
11	100899032	1	0.29436375396942
7	116198533	3	0.808621294650715
8	94985743	1	0.29436375396942
14	1714021	3	0.808621294650715
5	88188677	2	0.611579561466968
4	24864066	1	0.29436375396942
11	52425941	3	0.808621294650715
5	39586379	3	0.808621294650715
17	67679520	2	0.611579561466968
9	4178879	3	0.808621294650715
X	73592592	1	0.29436375396942
X	71525893	1	0.29436375396942
16	89569676	3	0.808621294650715
5	78985484	3	0.808621294650715
15	36052168	3	0.808621294650715
15	24988419	1	0.29436375396942
10	23158346	3	0.808621294650715
1	27191791	1	0.29436375396942
2	53795041	2	0.611579561466968
8	23989021	3	0.808621294650715
1	151669297	2	0.611579561466968
15	42099671	1	0.29436375396942
18	18033505	3	0.808621294650715
4	120530670	1	0.29436375396942
18	55444851	3	0.808621294650715
22	25954130	2	0.611579561466968
3	174348837	1	0.29436375396942
2	99819937	1	0.29436375396942
6	44223415	3	0.808621294650715
10	14075235	3	0.808621294650715
13	76032414	1	0.29436375396942
5	155103701	3	0.808621294650715
3	102474623	3	0.808621294650715
8	85731412	3	0.808621294650715
3	11659033	1	0.29436375396942
22	5180742	2	0.611579561466968
2	22596396	3	0.808621294650715
17	31437271	2	0.611579561466968
21	8912012	3	0.808621294650715
3	3171443	3	0.808621294650715
4	82793205	1	0.29436375396942
13	11611385	2	0.611579561466968
4	163220691	2	0.611579561466968
6	90520002	1	0.29436375396942
15	77773981	3	0.808621294650715
13	75239786	1	0.29436375396942
4	70032524	1	0.29436375396942
13	88697973	3	0.808621294650715
3	188288176	3	0.808621294650715
13	87322463	3	0.808621294650715
12	93491653	1	0.29436375396942
10	47942443	1	0.29436375396942
X	37660004	3	0.808621294650715
13	113987881	3	0.808621294650715
6	79067448	3	0.808621294650715
10	35123140	1	0.29436375396942
8	72252849	3	0.808621294650715
4	21195657	3	0.808621294650715
5	24198774	2	0.611579561466968
1	59654487	2	0.611579561466968
8	65645717	3	0.808621294650715
13	1736076	3	0.808621294650715
2	117222865	1	0.29436375396942
15	49483311	3	0.808621294650715
4	68568411	3	0.808621294650715
11	47630025	2	0.611579561466968
1	241401924	1	0.29436375396942
6	123494718	1	0.29436375396942
7	95022317	2	0.611579561466968
3	137106348	1	0.29436375396942
9	115253162	1	0.29436375396942
2	171015345	1	0.29436375396942
4	149218101	1	0.29436375396942
17	67623267	3	0.808621294650715
20	27918020	3	0.808621294650715
9	128017414	3	0.808621294650715
1	211934762	1	0.29436375396942
13	95976279	1	0.29436375396942
6	97259069	1	0.29436375396942
X	19834160	1	0.29436375396942
1	217865512	1	0.29436375396942
2	173465234	1	0.29436375396942
20	48279476	3	0.808621294650715
18	38837877	3	0.808621294650715
3	99257648	1	0.29436375396942
12	11741808	1	0.29436375396942
17	75069779	1	0.29436375396942
18	48400838	3	0.808621294650715
5	27778412	2	0.611579561466968
18	61188596	3	0.808621294650715
4	125605979	1	0.29436375396942
10	73511093	1	0.29436375396942
13	34701995	3	0.808621294650715
16	68075395	2	0.611579561466968
3	106058601	2	0.611579561466968
21	21609905	1	0.29436375396942
16	39827295	2	0.611579561466968
21	22127569	1	0.29436375396942
X	27855532	1	0.29436375396942
10	94246114	1	0.29436375396942
10	89599128	2	0.611579561466968
16	49939825	1	0.29436375396942
8	95477538	1	0.29436375396942
7	122110986	3	0.808621294650715
2	142336398	1	0.29436375396942
2	166538906	3	0.808621294650715
2	123326917	1	0.29436375396942
4	110119039	3	0.808621294650715
5	275857	3	0.808621294650715
9	66377612	3	0.808621294650715
14	7532722	1	0.29436375396942
3	79922410	3	0.808621294650715
3	153855145	2	0.611579561466968
10	116744654	3	0.808621294650715
16	848288	3	0.808621294650715
3	2160589	2	0.611579561466968
11	88372759	3	0.808621294650715
2	121409887	1	0.29436375396942
2	113443112	3	0.808621294650715
19	49612821	1	0.29436375396942
3	18538133	3	0.808621294650715
2	158502293	1	0.29436375396942
Y	44204320	3	0.808621294650715
6	55421294	3	0.808621294650715
9	106958964	2	0.611579561466968
17	45212751	3	0.808621294650715
5	130829986	3	0.808621294650715
4	10044560	3	0.808621294650715
